ID,RoomNo,startTime,endTime,Day,slotID,CourseType
58,7A04,8:00:00,8:50:00,Wednesday,Wed8.00.7A04,Theory
59,7A04,8:00:00,8:50:00,Thursday,Thu8.00.7A04,Theory
60,7A04,8:50:00,9:40:00,Saturday,Sat8.50.7A04,Theory
61,7A04,8:50:00,9:40:00,Sunday,Sun8.50.7A04,Theory
62,7A04,8:50:00,9:40:00,Monday,Mon8.50.7A04,Theory
63,7A04,8:50:00,9:40:00,Tuesday,Tue8.50.7A04,Theory
64,7A04,8:50:00,9:40:00,Wednesday,Wed8.50.7A04,Theory
65,7A04,8:50:00,9:40:00,Thursday,Thu8.50.7A04,Theory
66,7A04,9:40:00,10:30:00,Saturday,Sat9.40.7A04,Theory
67,7A04,9:40:00,10:30:00,Sunday,Sun9.40.7A04,Theory
68,7A04,9:40:00,10:30:00,Monday,Mon9.40.7A04,Theory
69,7A04,9:40:00,10:30:00,Tuesday,Tue9.40.7A04,Theory
70,7A04,9:40:00,10:30:00,Wednesday,Wed9.40.7A04,Theory
71,7A04,9:40:00,10:30:00,Thursday,Thu9.40.7A04,Theory
72,7A04,10:30:00,11:20:00,Saturday,Sat10.30.7A04,Theory
73,7A04,10:30:00,11:20:00,Sunday,Sun10.30.7A04,Theory
74,7A04,10:30:00,11:20:00,Monday,Mon10.30.7A04,Theory
75,7A04,10:30:00,11:20:00,Tuesday,Tue10.30.7A04,Theory
76,7A04,10:30:00,11:20:00,Wednesday,Wed10.30.7A04,Theory
77,7A04,10:30:00,11:20:00,Thursday,Thu10.30.7A04,Theory
78,7A04,11:20:00,12:10:00,Saturday,Sat11.20.7A04,Theory
79,7A04,11:20:00,12:10:00,Sunday,Sun11.20.7A04,Theory
80,7A04,11:20:00,12:10:00,Monday,Mon11.20.7A04,Theory
81,7A04,11:20:00,12:10:00,Tuesday,Tue11.20.7A04,Theory
82,7A04,11:20:00,12:10:00,Wednesday,Wed11.20.7A04,Theory
83,7A04,11:20:00,12:10:00,Thursday,Thu11.20.7A04,Theory
84,7A04,12:10:00,13:00:00,Saturday,Sat12.10.7A04,Theory
85,7A04,12:10:00,13:00:00,Sunday,Sun12.10.7A04,Theory
86,7A04,12:10:00,13:00:00,Monday,Mon12.10.7A04,Theory
87,7A04,12:10:00,13:00:00,Tuesday,Tue12.10.7A04,Theory
88,7A04,12:10:00,13:00:00,Wednesday,Wed12.10.7A04,Theory
89,7A04,12:10:00,13:00:00,Thursday,Thu12.10.7A04,Theory
90,7A04,13:00:00,13:50:00,Saturday,Sat1.00.7A04,Theory
91,7A04,13:00:00,13:50:00,Sunday,Sun1.00.7A04,Theory
92,7A04,13:00:00,13:50:00,Monday,Mon1.00.7A04,Theory
93,7A04,13:00:00,13:50:00,Tuesday,Tue1.00.7A04,Theory
94,7A04,13:00:00,13:50:00,Wednesday,Wed1.00.7A04,Theory
95,7A04,13:00:00,13:50:00,Thursday,Thu1.00.7A04,Theory
96,7A04,13:50:00,14:40:00,Saturday,Sat1.50.7A04,Theory
97,7A04,13:50:00,14:40:00,Sunday,Sun1.50.7A04,Theory
98,7A04,13:50:00,14:40:00,Monday,Mon1.50.7A04,Theory
99,7A04,13:50:00,14:40:00,Tuesday,Tue1.50.7A04,Theory
100,7A04,13:50:00,14:40:00,Wednesday,Wed1.50.7A04,Theory
101,7A04,13:50:00,14:40:00,Thursday,Thu1.50.7A04,Theory
102,7A04,14:40:00,15:30:00,Saturday,Sat2.40.7A04,Theory
103,7A04,14:40:00,15:30:00,Sunday,Sun2.40.7A04,Theory
104,7A04,14:40:00,15:30:00,Monday,Mon2.40.7A04,Theory
105,7A04,14:40:00,15:30:00,Tuesday,Tue2.40.7A04,Theory
106,7A04,14:40:00,15:30:00,Wednesday,Wed2.40.7A04,Theory
107,7A04,14:40:00,15:30:00,Thursday,Thu2.40.7A04,Theory
108,7A05,8:00:00,8:50:00,Saturday,Sat8.00.7A05,Theory
109,7A05,8:00:00,8:50:00,Sunday,Sun8.00.7A05,Theory
110,7A05,8:00:00,8:50:00,Monday,Mon8.00.7A05,Theory
111,7A05,8:00:00,8:50:00,Tuesday,Tue8.00.7A05,Theory
112,7A05,8:00:00,8:50:00,Wednesday,Wed8.00.7A05,Theory
113,7A05,8:00:00,8:50:00,Thursday,Thu8.00.7A05,Theory
114,7A05,8:50:00,9:40:00,Saturday,Sat8.50.7A05,Theory
115,7A05,8:50:00,9:40:00,Sunday,Sun8.50.7A05,Theory
116,7A05,8:50:00,9:40:00,Monday,Mon8.50.7A05,Theory
117,7A05,8:50:00,9:40:00,Tuesday,Tue8.50.7A05,Theory
118,7A05,8:50:00,9:40:00,Wednesday,Wed8.50.7A05,Theory
119,7A05,8:50:00,9:40:00,Thursday,Thu8.50.7A05,Theory
120,7A05,9:40:00,10:30:00,Saturday,Sat9.40.7A05,Theory
121,7A05,9:40:00,10:30:00,Sunday,Sun9.40.7A05,Theory
122,7A05,9:40:00,10:30:00,Monday,Mon9.40.7A05,Theory
123,7A05,9:40:00,10:30:00,Tuesday,Tue9.40.7A05,Theory
124,7A05,9:40:00,10:30:00,Wednesday,Wed9.40.7A05,Theory
125,7A05,9:40:00,10:30:00,Thursday,Thu9.40.7A05,Theory
126,7A05,10:30:00,11:20:00,Saturday,Sat10.30.7A05,Theory
127,7A05,10:30:00,11:20:00,Sunday,Sun10.30.7A05,Theory
128,7A05,10:30:00,11:20:00,Monday,Mon10.30.7A05,Theory
129,7A05,10:30:00,11:20:00,Tuesday,Tue10.30.7A05,Theory
130,7A05,10:30:00,11:20:00,Wednesday,Wed10.30.7A05,Theory
131,7A05,10:30:00,11:20:00,Thursday,Thu10.30.7A05,Theory
132,7A05,11:20:00,12:10:00,Saturday,Sat11.20.7A05,Theory
133,7A05,11:20:00,12:10:00,Sunday,Sun11.20.7A05,Theory
134,7A05,11:20:00,12:10:00,Monday,Mon11.20.7A05,Theory
135,7A05,11:20:00,12:10:00,Tuesday,Tue11.20.7A05,Theory
136,7A05,11:20:00,12:10:00,Wednesday,Wed11.20.7A05,Theory
137,7A05,11:20:00,12:10:00,Thursday,Thu11.20.7A05,Theory
138,7A05,12:10:00,13:00:00,Saturday,Sat12.10.7A05,Theory
139,7A05,12:10:00,13:00:00,Sunday,Sun12.10.7A05,Theory
140,7A05,12:10:00,13:00:00,Monday,Mon12.10.7A05,Theory
141,7A05,12:10:00,13:00:00,Tuesday,Tue12.10.7A05,Theory
142,7A05,12:10:00,13:00:00,Wednesday,Wed12.10.7A05,Theory
143,7A05,12:10:00,13:00:00,Thursday,Thu12.10.7A05,Theory
144,7A05,13:00:00,13:50:00,Saturday,Sat1.00.7A05,Theory
145,7A05,13:00:00,13:50:00,Sunday,Sun1.00.7A05,Theory
146,7A05,13:00:00,13:50:00,Monday,Mon1.00.7A05,Theory
147,7A05,13:00:00,13:50:00,Tuesday,Tue1.00.7A05,Theory
148,7A05,13:00:00,13:50:00,Wednesday,Wed1.00.7A05,Theory
149,7A05,13:00:00,13:50:00,Thursday,Thu1.00.7A05,Theory
150,7A05,13:50:00,14:40:00,Saturday,Sat1.50.7A05,Theory
151,7A05,13:50:00,14:40:00,Sunday,Sun1.50.7A05,Theory
152,7A05,13:50:00,14:40:00,Monday,Mon1.50.7A05,Theory
153,7A05,13:50:00,14:40:00,Tuesday,Tue1.50.7A05,Theory
154,7A05,13:50:00,14:40:00,Wednesday,Wed1.50.7A05,Theory
155,7A05,13:50:00,14:40:00,Thursday,Thu1.50.7A05,Theory
156,7A05,14:40:00,15:30:00,Saturday,Sat2.40.7A05,Theory
157,7A05,14:40:00,15:30:00,Sunday,Sun2.40.7A05,Theory
158,7A05,14:40:00,15:30:00,Monday,Mon2.40.7A05,Theory
159,7A05,14:40:00,15:30:00,Tuesday,Tue2.40.7A05,Theory
160,7A05,14:40:00,15:30:00,Wednesday,Wed2.40.7A05,Theory
161,7A05,14:40:00,15:30:00,Thursday,Thu2.40.7A05,Theory
162,7A06,8:00:00,8:50:00,Saturday,Sat8.00.7A06,Theory
163,7A06,8:00:00,8:50:00,Sunday,Sun8.00.7A06,Theory
164,7A06,8:00:00,8:50:00,Monday,Mon8.00.7A06,Theory
165,7A06,8:00:00,8:50:00,Tuesday,Tue8.00.7A06,Theory
166,7A06,8:00:00,8:50:00,Wednesday,Wed8.00.7A06,Theory
167,7A06,8:00:00,8:50:00,Thursday,Thu8.00.7A06,Theory
168,7A06,8:50:00,9:40:00,Saturday,Sat8.50.7A06,Theory
169,7A06,8:50:00,9:40:00,Sunday,Sun8.50.7A06,Theory
170,7A06,8:50:00,9:40:00,Monday,Mon8.50.7A06,Theory
171,7A06,8:50:00,9:40:00,Tuesday,Tue8.50.7A06,Theory
172,7A06,8:50:00,9:40:00,Wednesday,Wed8.50.7A06,Theory
173,7A06,8:50:00,9:40:00,Thursday,Thu8.50.7A06,Theory
174,7A06,9:40:00,10:30:00,Saturday,Sat9.40.7A06,Theory
175,7A06,9:40:00,10:30:00,Sunday,Sun9.40.7A06,Theory
176,7A06,9:40:00,10:30:00,Monday,Mon9.40.7A06,Theory
177,7A06,9:40:00,10:30:00,Tuesday,Tue9.40.7A06,Theory
178,7A06,9:40:00,10:30:00,Wednesday,Wed9.40.7A06,Theory
179,7A06,9:40:00,10:30:00,Thursday,Thu9.40.7A06,Theory
180,7A06,10:30:00,11:20:00,Saturday,Sat10.30.7A06,Theory
181,7A06,10:30:00,11:20:00,Sunday,Sun10.30.7A06,Theory
182,7A06,10:30:00,11:20:00,Monday,Mon10.30.7A06,Theory
183,7A06,10:30:00,11:20:00,Tuesday,Tue10.30.7A06,Theory
184,7A06,10:30:00,11:20:00,Wednesday,Wed10.30.7A06,Theory
185,7A06,10:30:00,11:20:00,Thursday,Thu10.30.7A06,Theory
186,7A06,11:20:00,12:10:00,Saturday,Sat11.20.7A06,Theory
187,7A06,11:20:00,12:10:00,Sunday,Sun11.20.7A06,Theory
188,7A06,11:20:00,12:10:00,Monday,Mon11.20.7A06,Theory
189,7A06,11:20:00,12:10:00,Tuesday,Tue11.20.7A06,Theory
190,7A06,11:20:00,12:10:00,Wednesday,Wed11.20.7A06,Theory
191,7A06,11:20:00,12:10:00,Thursday,Thu11.20.7A06,Theory
192,7A06,12:10:00,13:00:00,Saturday,Sat12.10.7A06,Theory
193,7A06,12:10:00,13:00:00,Sunday,Sun12.10.7A06,Theory
194,7A06,12:10:00,13:00:00,Monday,Mon12.10.7A06,Theory
195,7A06,12:10:00,13:00:00,Tuesday,Tue12.10.7A06,Theory
196,7A06,12:10:00,13:00:00,Wednesday,Wed12.10.7A06,Theory
197,7A06,12:10:00,13:00:00,Thursday,Thu12.10.7A06,Theory
198,7A06,13:00:00,13:50:00,Saturday,Sat1.00.7A06,Theory
199,7A06,13:00:00,13:50:00,Sunday,Sun1.00.7A06,Theory
200,7A06,13:00:00,13:50:00,Monday,Mon1.00.7A06,Theory
201,7A06,13:00:00,13:50:00,Tuesday,Tue1.00.7A06,Theory
202,7A06,13:00:00,13:50:00,Wednesday,Wed1.00.7A06,Theory
203,7A06,13:00:00,13:50:00,Thursday,Thu1.00.7A06,Theory
204,7A06,13:50:00,14:40:00,Saturday,Sat1.50.7A06,Theory
205,7A06,13:50:00,14:40:00,Sunday,Sun1.50.7A06,Theory
206,7A06,13:50:00,14:40:00,Monday,Mon1.50.7A06,Theory
207,7A06,13:50:00,14:40:00,Tuesday,Tue1.50.7A06,Theory
208,7A06,13:50:00,14:40:00,Wednesday,Wed1.50.7A06,Theory
209,7A06,13:50:00,14:40:00,Thursday,Thu1.50.7A06,Theory
210,7A06,14:40:00,15:30:00,Saturday,Sat2.40.7A06,Theory
211,7A06,14:40:00,15:30:00,Sunday,Sun2.40.7A06,Theory
212,7A06,14:40:00,15:30:00,Monday,Mon2.40.7A06,Theory
213,7A06,14:40:00,15:30:00,Tuesday,Tue2.40.7A06,Theory
214,7A06,14:40:00,15:30:00,Wednesday,Wed2.40.7A06,Theory
215,7A06,14:40:00,15:30:00,Thursday,Thu2.40.7A06,Theory
216,7A07,8:00:00,8:50:00,Saturday,Sat8.00.7A07,Theory
217,7A07,8:00:00,8:50:00,Sunday,Sun8.00.7A07,Theory
218,7A07,8:00:00,8:50:00,Monday,Mon8.00.7A07,Theory
219,7A07,8:00:00,8:50:00,Tuesday,Tue8.00.7A07,Theory
220,7A07,8:00:00,8:50:00,Wednesday,Wed8.00.7A07,Theory
221,7A07,8:00:00,8:50:00,Thursday,Thu8.00.7A07,Theory
222,7A07,8:50:00,9:40:00,Saturday,Sat8.50.7A07,Theory
223,7A07,8:50:00,9:40:00,Sunday,Sun8.50.7A07,Theory
224,7A07,8:50:00,9:40:00,Monday,Mon8.50.7A07,Theory
225,7A07,8:50:00,9:40:00,Tuesday,Tue8.50.7A07,Theory
226,7A07,8:50:00,9:40:00,Wednesday,Wed8.50.7A07,Theory
227,7A07,8:50:00,9:40:00,Thursday,Thu8.50.7A07,Theory
228,7A07,9:40:00,10:30:00,Saturday,Sat9.40.7A07,Theory
229,7A07,9:40:00,10:30:00,Sunday,Sun9.40.7A07,Theory
230,7A07,9:40:00,10:30:00,Monday,Mon9.40.7A07,Theory
231,7A07,9:40:00,10:30:00,Tuesday,Tue9.40.7A07,Theory
232,7A07,9:40:00,10:30:00,Wednesday,Wed9.40.7A07,Theory
233,7A07,9:40:00,10:30:00,Thursday,Thu9.40.7A07,Theory
234,7A07,10:30:00,11:20:00,Saturday,Sat10.30.7A07,Theory
235,7A07,10:30:00,11:20:00,Sunday,Sun10.30.7A07,Theory
236,7A07,10:30:00,11:20:00,Monday,Mon10.30.7A07,Theory
237,7A07,10:30:00,11:20:00,Tuesday,Tue10.30.7A07,Theory
238,7A07,10:30:00,11:20:00,Wednesday,Wed10.30.7A07,Theory
239,7A07,10:30:00,11:20:00,Thursday,Thu10.30.7A07,Theory
240,7A07,11:20:00,12:10:00,Saturday,Sat11.20.7A07,Theory
241,7A07,11:20:00,12:10:00,Sunday,Sun11.20.7A07,Theory
242,7A07,11:20:00,12:10:00,Monday,Mon11.20.7A07,Theory
243,7A07,11:20:00,12:10:00,Tuesday,Tue11.20.7A07,Theory
244,7A07,11:20:00,12:10:00,Wednesday,Wed11.20.7A07,Theory
245,7A07,11:20:00,12:10:00,Thursday,Thu11.20.7A07,Theory
246,7A07,12:10:00,13:00:00,Saturday,Sat12.10.7A07,Theory
247,7A07,12:10:00,13:00:00,Sunday,Sun12.10.7A07,Theory
248,7A07,12:10:00,13:00:00,Monday,Mon12.10.7A07,Theory
249,7A07,12:10:00,13:00:00,Tuesday,Tue12.10.7A07,Theory
250,7A07,12:10:00,13:00:00,Wednesday,Wed12.10.7A07,Theory
251,7A07,12:10:00,13:00:00,Thursday,Thu12.10.7A07,Theory
252,7A07,13:00:00,13:50:00,Saturday,Sat1.00.7A07,Theory
253,7A07,13:00:00,13:50:00,Sunday,Sun1.00.7A07,Theory
254,7A07,13:00:00,13:50:00,Monday,Mon1.00.7A07,Theory
255,7A07,13:00:00,13:50:00,Tuesday,Tue1.00.7A07,Theory
256,7A07,13:00:00,13:50:00,Wednesday,Wed1.00.7A07,Theory
257,7A07,13:00:00,13:50:00,Thursday,Thu1.00.7A07,Theory
258,7A07,13:50:00,14:40:00,Saturday,Sat1.50.7A07,Theory
259,7A07,13:50:00,14:40:00,Sunday,Sun1.50.7A07,Theory
260,7A07,13:50:00,14:40:00,Monday,Mon1.50.7A07,Theory
261,7A07,13:50:00,14:40:00,Tuesday,Tue1.50.7A07,Theory
262,7A07,13:50:00,14:40:00,Wednesday,Wed1.50.7A07,Theory
263,7A07,13:50:00,14:40:00,Thursday,Thu1.50.7A07,Theory
264,7A07,14:40:00,15:30:00,Saturday,Sat2.40.7A07,Theory
265,7A07,14:40:00,15:30:00,Sunday,Sun2.40.7A07,Theory
266,7A07,14:40:00,15:30:00,Monday,Mon2.40.7A07,Theory
267,7A07,14:40:00,15:30:00,Tuesday,Tue2.40.7A07,Theory
268,7A07,14:40:00,15:30:00,Wednesday,Wed2.40.7A07,Theory
269,7A07,14:40:00,15:30:00,Thursday,Thu2.40.7A07,Theory
270,7C06,8:00:00,8:50:00,Saturday,Sat8.00.7C06,Theory
271,7C06,8:00:00,8:50:00,Sunday,Sun8.00.7C06,Theory
272,7C06,8:00:00,8:50:00,Monday,Mon8.00.7C06,Theory
273,7C06,8:00:00,8:50:00,Tuesday,Tue8.00.7C06,Theory
274,7C06,8:00:00,8:50:00,Wednesday,Wed8.00.7C06,Theory
275,7C06,8:00:00,8:50:00,Thursday,Thu8.00.7C06,Theory
276,7C06,8:50:00,9:40:00,Saturday,Sat8.50.7C06,Theory
277,7C06,8:50:00,9:40:00,Sunday,Sun8.50.7C06,Theory
278,7C06,8:50:00,9:40:00,Monday,Mon8.50.7C06,Theory
279,7C06,8:50:00,9:40:00,Tuesday,Tue8.50.7C06,Theory
280,7C06,8:50:00,9:40:00,Wednesday,Wed8.50.7C06,Theory
281,7C06,8:50:00,9:40:00,Thursday,Thu8.50.7C06,Theory
282,7C06,9:40:00,10:30:00,Saturday,Sat9.40.7C06,Theory
283,7C06,9:40:00,10:30:00,Sunday,Sun9.40.7C06,Theory
284,7C06,9:40:00,10:30:00,Monday,Mon9.40.7C06,Theory
285,7C06,9:40:00,10:30:00,Tuesday,Tue9.40.7C06,Theory
286,7C06,9:40:00,10:30:00,Wednesday,Wed9.40.7C06,Theory
287,7C06,9:40:00,10:30:00,Thursday,Thu9.40.7C06,Theory
288,7C06,10:30:00,11:20:00,Saturday,Sat10.30.7C06,Theory
289,7C06,10:30:00,11:20:00,Sunday,Sun10.30.7C06,Theory
290,7C06,10:30:00,11:20:00,Monday,Mon10.30.7C06,Theory
291,7C06,10:30:00,11:20:00,Tuesday,Tue10.30.7C06,Theory
292,7C06,10:30:00,11:20:00,Wednesday,Wed10.30.7C06,Theory
293,7C06,10:30:00,11:20:00,Thursday,Thu10.30.7C06,Theory
294,7C06,11:20:00,12:10:00,Saturday,Sat11.20.7C06,Theory
295,7C06,11:20:00,12:10:00,Sunday,Sun11.20.7C06,Theory
296,7C06,11:20:00,12:10:00,Monday,Mon11.20.7C06,Theory
297,7C06,11:20:00,12:10:00,Tuesday,Tue11.20.7C06,Theory
298,7C06,11:20:00,12:10:00,Wednesday,Wed11.20.7C06,Theory
299,7C06,11:20:00,12:10:00,Thursday,Thu11.20.7C06,Theory
300,7C06,12:10:00,13:00:00,Saturday,Sat12.10.7C06,Theory
301,7C06,12:10:00,13:00:00,Sunday,Sun12.10.7C06,Theory
302,7C06,12:10:00,13:00:00,Monday,Mon12.10.7C06,Theory
303,7C06,12:10:00,13:00:00,Tuesday,Tue12.10.7C06,Theory
304,7C06,12:10:00,13:00:00,Wednesday,Wed12.10.7C06,Theory
305,7C06,12:10:00,13:00:00,Thursday,Thu12.10.7C06,Theory
306,7C06,13:00:00,13:50:00,Saturday,Sat1.00.7C06,Theory
307,7C06,13:00:00,13:50:00,Sunday,Sun1.00.7C06,Theory
308,7C06,13:00:00,13:50:00,Monday,Mon1.00.7C06,Theory
309,7C06,13:00:00,13:50:00,Tuesday,Tue1.00.7C06,Theory
310,7C06,13:00:00,13:50:00,Wednesday,Wed1.00.7C06,Theory
311,7C06,13:00:00,13:50:00,Thursday,Thu1.00.7C06,Theory
312,7C06,13:50:00,14:40:00,Saturday,Sat1.50.7C06,Theory
313,7C06,13:50:00,14:40:00,Sunday,Sun1.50.7C06,Theory
314,7C06,13:50:00,14:40:00,Monday,Mon1.50.7C06,Theory
315,7C06,13:50:00,14:40:00,Tuesday,Tue1.50.7C06,Theory
316,7C06,13:50:00,14:40:00,Wednesday,Wed1.50.7C06,Theory
317,7C06,13:50:00,14:40:00,Thursday,Thu1.50.7C06,Theory
318,7C06,14:40:00,15:30:00,Saturday,Sat2.40.7C06,Theory
319,7C06,14:40:00,15:30:00,Sunday,Sun2.40.7C06,Theory
320,7C06,14:40:00,15:30:00,Monday,Mon2.40.7C06,Theory
321,7C06,14:40:00,15:30:00,Tuesday,Tue2.40.7C06,Theory
322,7C06,14:40:00,15:30:00,Wednesday,Wed2.40.7C06,Theory
323,7C06,14:40:00,15:30:00,Thursday,Thu2.40.7C06,Theory
324,7C07,8:00:00,8:50:00,Saturday,Sat8.00.7C07,Theory
325,7C07,8:00:00,8:50:00,Sunday,Sun8.00.7C07,Theory
326,7C07,8:00:00,8:50:00,Monday,Mon8.00.7C07,Theory
327,7C07,8:00:00,8:50:00,Tuesday,Tue8.00.7C07,Theory
328,7C07,8:00:00,8:50:00,Wednesday,Wed8.00.7C07,Theory
329,7C07,8:00:00,8:50:00,Thursday,Thu8.00.7C07,Theory
330,7C07,8:50:00,9:40:00,Saturday,Sat8.50.7C07,Theory
331,7C07,8:50:00,9:40:00,Sunday,Sun8.50.7C07,Theory
332,7C07,8:50:00,9:40:00,Monday,Mon8.50.7C07,Theory
333,7C07,8:50:00,9:40:00,Tuesday,Tue8.50.7C07,Theory
334,7C07,8:50:00,9:40:00,Wednesday,Wed8.50.7C07,Theory
335,7C07,8:50:00,9:40:00,Thursday,Thu8.50.7C07,Theory
336,7C07,9:40:00,10:30:00,Saturday,Sat9.40.7C07,Theory
337,7C07,9:40:00,10:30:00,Sunday,Sun9.40.7C07,Theory
338,7C07,9:40:00,10:30:00,Monday,Mon9.40.7C07,Theory
339,7C07,9:40:00,10:30:00,Tuesday,Tue9.40.7C07,Theory
340,7C07,9:40:00,10:30:00,Wednesday,Wed9.40.7C07,Theory
341,7C07,9:40:00,10:30:00,Thursday,Thu9.40.7C07,Theory
342,7C07,10:30:00,11:20:00,Saturday,Sat10.30.7C07,Theory
343,7C07,10:30:00,11:20:00,Sunday,Sun10.30.7C07,Theory
344,7C07,10:30:00,11:20:00,Monday,Mon10.30.7C07,Theory
345,7C07,10:30:00,11:20:00,Tuesday,Tue10.30.7C07,Theory
346,7C07,10:30:00,11:20:00,Wednesday,Wed10.30.7C07,Theory
347,7C07,10:30:00,11:20:00,Thursday,Thu10.30.7C07,Theory
348,7C07,11:20:00,12:10:00,Saturday,Sat11.20.7C07,Theory
349,7C07,11:20:00,12:10:00,Sunday,Sun11.20.7C07,Theory
350,7C07,11:20:00,12:10:00,Monday,Mon11.20.7C07,Theory
351,7C07,11:20:00,12:10:00,Tuesday,Tue11.20.7C07,Theory
352,7C07,11:20:00,12:10:00,Wednesday,Wed11.20.7C07,Theory
353,7C07,11:20:00,12:10:00,Thursday,Thu11.20.7C07,Theory
354,7C07,12:10:00,13:00:00,Saturday,Sat12.10.7C07,Theory
355,7C07,12:10:00,13:00:00,Sunday,Sun12.10.7C07,Theory
356,7C07,12:10:00,13:00:00,Monday,Mon12.10.7C07,Theory
357,7C07,12:10:00,13:00:00,Tuesday,Tue12.10.7C07,Theory
358,7C07,12:10:00,13:00:00,Wednesday,Wed12.10.7C07,Theory
359,7C07,12:10:00,13:00:00,Thursday,Thu12.10.7C07,Theory
360,7C07,13:00:00,13:50:00,Saturday,Sat1.00.7C07,Theory
361,7C07,13:00:00,13:50:00,Sunday,Sun1.00.7C07,Theory
362,7C07,13:00:00,13:50:00,Monday,Mon1.00.7C07,Theory
363,7C07,13:00:00,13:50:00,Tuesday,Tue1.00.7C07,Theory
364,7C07,13:00:00,13:50:00,Wednesday,Wed1.00.7C07,Theory
